EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,birthorder,birthnum,birthorderratio,Extroversion
5,2,5,3,4,3,5,2,3,3,1,2,0.5,3.5
4,3,4,1,4,4,1,1,2,2,1,2,0.5,2.6
2,2,2,2,2,1,1,1,1,1,5,11,0.455,1.5
5,4,5,4,5,4,5,2,3,2,5,11,0.455,3.9
2,2,4,2,3,2,2,1,3,2,5,11,0.455,2.3
5,4,5,4,5,4,4,4,5,3,5,11,0.455,4.3
1,2,1,0,3,1,1,0,1,0,5,11,0.455,1
4,4,5,3,5,4,5,3,4,3,4,9,0.444,4
4,4,4,4,4,4,4,3,4,3,4,9,0.444,3.8
1,2,5,4,5,4,5,0,3,2,4,9,0.444,3.1
2,0,3,1,1,1,3,0,1,0,4,9,0.444,1.2
5,4,3,2,3,4,5,2,1,4,4,9,0.444,3.3
2,1,3,1,3,1,4,1,2,0,4,9,0.444,1.8
3,2,3,3,4,4,2,2,4,2,4,9,0.444,2.9
4,4,4,3,4,2,5,3,5,4,4,9,0.444,3.8
3,4,5,4,5,4,4,1,5,3,4,9,0.444,3.8
2,3,5,2,4,3,3,2,4,3,4,9,0.444,3.1
3,1,4,3,3,1,3,3,4,3,4,9,0.444,2.8
1,4,4,2,5,4,4,1,2,3,4,9,0.444,3
3,4,5,3,5,4,3,3,5,0,4,9,0.444,3.5
3,4,5,3,4,4,4,2,3,3,4,9,0.444,3.5
3,2,3,2,3,3,4,0,3,2,3,7,0.429,2.5
3,4,5,1,5,3,4,1,2,3,3,7,0.429,3.1
4,5,3,2,4,4,3,1,2,0,3,7,0.429,2.8
5,4,5,1,5,3,5,2,5,4,3,7,0.429,3.9
3,2,3,2,5,4,3,2,3,2,3,7,0.429,2.9
3,3,4,3,4,3,3,1,2,2,3,7,0.429,2.8
4,3,5,4,4,3,3,3,4,0,3,7,0.429,3.3
3,2,3,2,3,3,3,3,3,2,3,7,0.429,2.7
1,2,3,3,4,4,3,1,1,1,3,7,0.429,2.3
1,0,2,0,1,0,1,0,1,0,3,7,0.429,0.6
1,3,2,2,5,3,1,4,2,4,3,7,0.429,2.7
5,3,5,4,5,4,5,2,5,2,3,7,0.429,4
2,3,4,3,3,2,2,2,3,1,3,7,0.429,2.5
3,4,5,4,5,4,5,4,5,4,3,7,0.429,4.3
3,4,5,3,3,1,4,1,2,1,3,7,0.429,2.7
3,1,2,1,3,0,1,3,3,1,3,7,0.429,1.8
1,1,3,0,3,2,1,2,3,0,3,7,0.429,1.6
1,1,2,0,2,3,1,0,1,0,3,7,0.429,1.1
3,2,4,1,3,3,2,0,1,1,3,7,0.429,2
4,4,5,3,5,4,2,3,5,0,3,7,0.429,3.5
0,4,3,2,2,3,2,3,2,4,3,7,0.429,2.5
3,1,4,2,4,2,2,2,3,2,3,7,0.429,2.5
3,0,3,1,1,0,1,1,4,0,3,7,0.429,1.4
5,4,5,4,5,4,5,4,5,4,3,7,0.429,4.5
3,2,4,2,5,1,3,2,2,3,3,7,0.429,2.7
4,3,5,4,5,4,5,3,3,4,3,7,0.429,4
1,2,2,1,1,4,1,1,3,3,3,7,0.429,1.9
4,1,2,1,3,3,2,1,4,0,3,7,0.429,2.1
2,4,3,1,1,1,1,1,2,0,3,7,0.429,1.6
3,0,2,3,2,2,3,0,3,1,3,7,0.429,1.9
2,4,5,3,5,4,5,3,4,4,3,7,0.429,3.9
2,3,3,2,4,3,3,1,2,3,3,7,0.429,2.6
1,1,3,0,3,3,0,1,4,0,3,7,0.429,1.6
1,4,3,1,3,3,1,3,3,0,3,7,0.429,2.2
3,3,5,3,5,3,3,2,3,1,3,7,0.429,3.1
1,0,1,0,1,2,1,4,1,0,3,7,0.429,1.1
4,4,4,3,4,4,4,2,4,0,3,7,0.429,3.3
4,4,5,2,5,1,4,1,4,1,3,7,0.429,3.1
3,2,3,4,3,2,3,4,1,2,3,7,0.429,2.7
2,4,2,1,4,4,1,0,2,0,3,7,0.429,2
5,4,4,3,4,3,3,3,4,3,3,7,0.429,3.6
3,2,4,3,4,3,3,3,3,3,3,7,0.429,3.1
3,3,4,5,3,3,3,3,4,0,3,7,0.429,3.1
1,0,2,0,2,1,1,0,1,0,3,7,0.429,0.8
3,1,4,4,3,3,4,3,4,5,3,7,0.429,3.4
1,0,2,0,3,1,1,0,3,0,3,7,0.429,1.1
4,2,3,0,4,2,4,1,3,0,3,7,0.429,2.3
1,2,5,2,5,2,3,0,1,0,3,7,0.429,2.1
3,2,4,2,4,4,2,2,2,2,3,7,0.429,2.7
2,3,2,4,3,4,1,3,2,3,3,7,0.429,2.7
4,4,5,4,5,4,5,4,5,4,3,7,0.429,4.4
1,2,4,2,2,2,1,3,1,3,3,7,0.429,2.1
4,4,4,2,4,4,5,2,2,3,3,7,0.429,3.4
4,1,5,1,3,2,5,1,3,3,3,7,0.429,2.8
1,2,3,1,3,4,1,3,1,1,3,7,0.429,2
5,0,5,1,0,4,5,0,5,0,3,7,0.429,2.5
1,0,1,0,1,0,1,0,1,0,3,7,0.429,0.5
2,0,3,2,1,0,1,0,1,0,3,7,0.429,1
1,3,3,1,2,4,1,0,1,0,3,7,0.429,1.6
1,4,2,0,3,4,2,0,2,1,3,7,0.429,1.9
1,3,1,0,1,4,1,0,1,0,3,7,0.429,1.2
4,4,4,4,5,1,4,3,4,3,3,7,0.429,3.6
2,2,3,2,2,5,1,1,2,1,3,7,0.429,2.1
1,1,4,1,4,1,2,1,4,1,3,7,0.429,2
4,3,1,5,3,2,3,1,4,0,3,7,0.429,2.6
3,1,5,2,4,4,4,1,2,3,2,5,0.4,2.9
1,2,1,0,4,3,1,0,1,0,2,5,0.4,1.3
4,4,4,3,5,4,4,1,2,3,2,5,0.4,3.4
3,1,1,0,2,2,2,0,2,1,2,5,0.4,1.4
1,1,2,1,3,1,4,1,4,2,2,5,0.4,2
5,4,5,4,5,4,5,4,5,4,2,5,0.4,4.5
2,2,4,1,3,3,3,0,4,1,2,5,0.4,2.3
2,2,2,1,2,3,1,4,1,1,2,5,0.4,1.9
5,1,4,1,4,2,3,1,3,1,2,5,0.4,2.5
2,1,3,1,4,2,2,1,2,3,2,5,0.4,2.1
3,4,4,3,4,3,3,3,4,3,2,5,0.4,3.4
3,1,3,2,2,1,2,1,2,0,2,5,0.4,1.7
1,2,3,1,3,2,1,1,1,0,2,5,0.4,1.5
1,1,2,1,2,1,2,1,2,1,2,5,0.4,1.4
3,3,3,3,3,3,3,1,3,2,2,5,0.4,2.7
2,3,2,1,2,4,2,1,1,1,2,5,0.4,1.9
3,4,2,1,2,2,1,0,1,0,2,5,0.4,1.6
2,1,3,1,3,1,3,1,2,1,2,5,0.4,1.8
3,3,5,2,5,3,2,3,3,1,2,5,0.4,3
2,1,4,0,3,1,1,1,2,1,2,5,0.4,1.6
3,2,4,2,2,3,2,2,3,0,2,5,0.4,2.3
4,1,3,2,4,3,4,1,4,0,2,5,0.4,2.6
3,2,3,4,3,3,1,0,3,0,2,5,0.4,2.2
1,0,1,0,2,1,1,0,1,0,2,5,0.4,0.7
1,0,1,0,1,0,1,0,1,0,2,5,0.4,0.5
1,1,3,2,1,1,1,0,4,0,2,5,0.4,1.4
2,5,3,0,2,1,2,0,1,0,2,5,0.4,1.6
1,0,1,0,1,0,3,4,1,0,2,5,0.4,1.1
5,4,5,4,5,4,5,4,5,4,2,5,0.4,4.5
1,1,2,0,3,0,1,0,1,1,2,5,0.4,1
4,3,4,2,5,4,5,4,5,2,2,5,0.4,3.8
3,2,5,1,4,3,1,1,3,2,2,5,0.4,2.5
1,2,3,2,2,1,2,1,1,0,2,5,0.4,1.5
3,1,1,1,1,1,1,0,1,0,2,5,0.4,1
2,1,2,0,2,0,1,0,0,0,2,5,0.4,0.8
3,3,5,2,5,4,5,1,5,4,2,5,0.4,3.7
2,1,3,1,4,4,3,2,3,0,2,5,0.4,2.3
5,0,1,0,1,0,5,0,1,0,2,5,0.4,1.3
3,3,4,1,3,3,3,0,2,2,2,5,0.4,2.4
3,0,1,0,1,0,3,4,1,0,4,10,0.4,1.3
4,3,5,4,5,4,4,3,5,2,2,5,0.4,3.9
1,3,4,2,4,3,5,1,2,2,2,5,0.4,2.7
4,2,3,4,3,4,3,2,1,0,2,5,0.4,2.6
1,0,2,0,2,3,1,0,1,0,2,5,0.4,1
2,3,3,3,3,3,4,2,3,3,2,5,0.4,2.9
3,4,4,2,4,2,1,2,3,0,2,5,0.4,2.5
5,4,3,3,5,4,5,2,5,0,2,5,0.4,3.6
4,4,5,2,5,4,2,2,4,2,2,5,0.4,3.4
5,4,3,2,5,4,5,2,3,2,2,5,0.4,3.5
1,2,3,3,3,4,2,0,2,1,2,5,0.4,2.1
1,0,2,0,1,1,1,0,1,0,2,5,0.4,0.7
1,4,4,2,3,0,2,0,4,2,2,5,0.4,2.2
4,4,4,2,4,3,2,1,4,2,2,5,0.4,3
3,2,1,0,5,0,5,2,5,0,2,5,0.4,2.3
2,1,2,1,3,1,2,1,3,1,2,5,0.4,1.7
2,1,3,1,3,1,3,0,2,1,2,5,0.4,1.7
3,2,1,0,5,2,1,4,5,0,2,5,0.4,2.3
2,2,2,1,2,2,2,1,4,1,2,5,0.4,1.9
2,1,2,1,2,3,2,1,2,0,2,5,0.4,1.6
5,4,4,4,5,4,5,1,4,4,2,5,0.4,4
1,1,2,0,2,1,5,1,2,1,2,5,0.4,1.6
3,3,4,2,3,3,4,0,2,1,2,5,0.4,2.5
3,2,3,2,4,2,1,4,3,0,2,5,0.4,2.4
1,2,3,0,1,4,2,1,2,0,2,5,0.4,1.6
1,0,4,1,2,2,1,0,2,0,2,5,0.4,1.3
3,2,4,2,4,3,3,2,4,2,2,5,0.4,2.9
3,2,5,3,4,4,5,1,4,1,2,5,0.4,3.2
1,3,3,3,3,3,2,0,1,0,2,5,0.4,1.9
3,1,2,2,3,2,4,3,4,2,2,5,0.4,2.6
5,4,5,4,5,3,5,1,5,4,2,5,0.4,4.1
4,4,4,2,5,4,4,3,5,2,2,5,0.4,3.7
3,2,4,1,4,3,4,1,4,1,2,5,0.4,2.7
3,3,4,3,4,3,4,3,4,3,2,5,0.4,3.4
1,0,5,1,2,0,1,0,1,0,2,5,0.4,1.1
4,4,4,4,4,3,4,2,4,3,2,5,0.4,3.6
5,1,4,1,4,1,2,0,3,0,2,5,0.4,2.1
2,2,4,2,4,4,2,2,4,1,2,5,0.4,2.7
3,2,3,1,4,4,2,1,3,1,2,5,0.4,2.4
3,3,3,3,3,3,2,2,3,2,2,5,0.4,2.7
4,1,4,1,2,1,3,0,3,0,2,5,0.4,1.9
4,3,5,3,3,2,5,2,4,0,2,5,0.4,3.1
3,4,5,3,5,3,5,3,4,4,2,5,0.4,3.9
3,1,3,1,2,2,2,1,2,0,2,5,0.4,1.7
5,4,4,3,4,4,4,3,5,1,2,5,0.4,3.7
5,4,5,2,5,3,4,2,5,3,2,5,0.4,3.8
3,0,3,2,1,0,1,0,3,0,2,5,0.4,1.3
4,4,4,2,4,3,4,2,4,0,2,5,0.4,3.1
4,4,5,4,5,4,5,4,5,4,2,5,0.4,4.4
3,0,2,1,2,1,3,0,3,0,2,5,0.4,1.5
4,4,5,4,5,4,5,4,5,4,2,5,0.4,4.4
4,4,4,3,4,3,4,3,3,4,2,5,0.4,3.6
3,3,1,0,1,2,2,0,2,0,2,5,0.4,1.4
5,4,1,0,2,4,1,2,4,0,2,5,0.4,2.3
3,4,3,3,4,4,3,3,5,0,2,5,0.4,3.2
3,2,3,2,3,2,2,2,3,1,2,5,0.4,2.3
1,2,3,2,2,2,2,0,1,2,2,5,0.4,1.7
1,0,3,0,3,2,3,0,1,0,2,5,0.4,1.3
1,2,2,1,3,2,1,1,1,0,2,5,0.4,1.4
1,1,2,0,2,1,1,0,3,0,2,5,0.4,1.1
3,3,3,3,4,4,4,2,4,2,2,5,0.4,3.2
2,1,4,1,4,1,4,1,2,0,2,5,0.4,2
4,4,5,4,5,4,5,3,5,3,2,5,0.4,4.2
1,1,3,1,2,3,2,1,2,1,2,5,0.4,1.7
3,3,4,3,3,3,3,2,2,3,2,5,0.4,2.9
1,3,4,0,4,4,2,2,2,1,2,5,0.4,2.3
3,2,4,1,4,3,4,0,1,2,2,5,0.4,2.4
3,2,3,2,4,2,4,2,3,2,2,5,0.4,2.7
4,3,4,3,4,4,2,1,2,1,2,5,0.4,2.8
1,1,1,0,1,2,2,0,2,0,2,5,0.4,1
2,3,4,2,3,4,1,2,2,1,2,5,0.4,2.4
3,1,3,0,3,2,5,0,3,0,2,5,0.4,2
4,4,4,4,5,4,5,2,3,3,2,5,0.4,3.8
3,3,4,3,3,3,3,2,4,2,2,5,0.4,3
3,0,2,1,3,1,1,0,1,0,2,5,0.4,1.2
2,1,4,1,4,1,2,1,3,1,2,5,0.4,2
1,1,2,2,3,3,1,1,2,1,2,5,0.4,1.7
3,2,3,2,3,3,3,1,3,2,2,5,0.4,2.5
3,4,3,1,1,3,1,0,1,2,2,5,0.4,1.9
3,3,3,0,3,3,1,0,1,4,2,5,0.4,2.1
1,2,4,1,4,0,1,1,1,0,2,5,0.4,1.5
3,3,4,3,4,3,4,0,2,1,2,5,0.4,2.7
3,2,4,3,4,2,3,3,1,2,2,5,0.4,2.7
1,0,3,0,1,0,1,0,1,0,2,5,0.4,0.7
4,2,2,1,4,4,3,1,3,0,2,5,0.4,2.4
4,4,4,3,5,3,5,3,5,0,2,5,0.4,3.6
4,4,5,4,5,4,5,4,5,4,2,5,0.4,4.4
4,4,5,0,4,4,5,2,4,2,2,5,0.4,3.4
5,4,4,2,3,4,2,2,5,0,2,5,0.4,3.1
2,3,5,1,3,3,1,2,4,0,2,5,0.4,2.4
1,3,3,1,0,1,3,2,2,3,2,5,0.4,1.9
3,2,4,1,4,4,2,1,2,0,2,5,0.4,2.3
3,1,3,1,3,1,2,1,3,1,2,5,0.4,1.9
1,4,2,2,5,4,1,0,5,0,2,5,0.4,2.4
3,2,2,2,4,4,5,1,3,4,2,5,0.4,3
1,0,1,0,2,4,2,1,2,0,2,5,0.4,1.3
3,4,5,2,5,3,5,3,4,4,2,5,0.4,3.8
4,3,5,3,3,3,4,3,4,1,2,5,0.4,3.3
2,1,1,1,2,3,2,1,2,1,2,5,0.4,1.6
2,1,2,1,3,3,1,0,2,0,2,5,0.4,1.5
4,3,4,3,4,4,4,2,5,0,2,5,0.4,3.3
3,3,1,3,4,3,3,1,3,1,2,5,0.4,2.5
1,2,3,2,1,2,1,2,3,0,2,5,0.4,1.7
1,0,2,0,2,3,1,0,2,0,2,5,0.4,1.1
3,3,4,2,3,3,4,1,3,1,2,5,0.4,2.7
1,2,3,0,2,2,3,1,2,1,2,5,0.4,1.7
1,2,3,2,3,2,3,4,5,0,2,5,0.4,2.5
4,4,5,4,5,4,5,0,1,1,2,5,0.4,3.3
3,3,4,3,3,2,3,0,2,1,2,5,0.4,2.4
2,0,3,2,2,1,2,2,2,1,2,5,0.4,1.7
5,4,5,4,5,4,5,2,3,4,2,5,0.4,4.1
3,1,4,1,2,3,1,2,3,1,2,5,0.4,2.1
1,0,4,1,4,4,2,1,3,1,2,5,0.4,2.1
5,4,5,4,5,4,5,4,5,4,2,5,0.4,4.5
3,3,4,2,4,3,2,1,1,1,2,5,0.4,2.4
2,3,2,3,4,3,2,3,4,1,2,5,0.4,2.7
1,0,2,0,1,0,1,0,1,0,2,5,0.4,0.6
2,3,5,1,4,3,3,1,2,3,2,5,0.4,2.7
3,3,4,2,4,4,4,1,1,3,2,5,0.4,2.9
3,4,5,3,4,4,5,1,4,1,2,5,0.4,3.4
2,3,3,1,5,4,4,0,1,2,2,5,0.4,2.5
3,3,2,3,4,3,2,2,2,2,2,5,0.4,2.6
4,4,5,4,5,4,5,4,5,4,2,5,0.4,4.4
3,2,3,1,2,2,3,1,2,1,2,5,0.4,2
3,2,3,3,4,3,3,1,2,1,2,5,0.4,2.5
2,1,2,1,2,1,1,1,3,0,2,5,0.4,1.4
2,3,1,2,4,4,2,3,2,2,2,5,0.4,2.5
4,0,2,4,5,4,4,3,5,2,2,5,0.4,3.3
4,1,4,2,4,4,5,1,2,1,2,5,0.4,2.8
4,3,4,3,4,3,4,3,4,3,2,5,0.4,3.5
1,0,1,0,1,0,1,0,1,0,2,5,0.4,0.5
3,0,2,0,1,0,1,0,1,0,2,5,0.4,0.8
5,4,5,2,5,2,5,3,5,2,2,5,0.4,3.8
3,3,5,3,5,2,4,2,4,2,2,5,0.4,3.3
2,4,4,2,2,1,3,3,4,0,2,5,0.4,2.5
1,1,4,1,0,2,1,1,3,1,2,5,0.4,1.5
3,0,3,2,3,4,3,1,3,1,2,5,0.4,2.3
5,4,5,4,5,4,5,3,5,3,2,5,0.4,4.3
1,1,2,1,2,2,2,1,2,0,2,5,0.4,1.4
4,4,4,2,2,3,4,1,4,1,2,5,0.4,2.9
1,0,2,0,2,4,2,0,1,0,2,5,0.4,1.2
2,1,3,0,3,2,4,0,2,0,2,5,0.4,1.7
3,0,3,0,3,2,3,1,2,0,2,5,0.4,1.7
1,3,4,4,5,3,3,3,3,4,2,5,0.4,3.3
4,2,3,3,3,1,2,2,5,2,2,5,0.4,2.7
2,3,5,4,4,3,3,2,4,1,2,5,0.4,3.1
3,2,1,0,2,2,2,0,2,0,2,5,0.4,1.4
3,0,4,2,5,3,5,3,2,3,2,5,0.4,3
2,3,5,2,5,3,5,0,2,2,2,5,0.4,2.9
1,0,1,0,1,1,1,0,1,0,2,5,0.4,0.6
3,0,1,0,3,4,3,0,1,1,2,5,0.4,1.6
2,4,4,3,4,3,4,3,4,3,2,5,0.4,3.4
1,3,5,3,5,3,2,0,1,3,2,5,0.4,2.6
2,2,1,2,4,3,4,4,1,2,2,5,0.4,2.5
1,0,2,1,2,0,2,3,1,1,2,5,0.4,1.3
1,0,2,0,1,0,1,0,1,0,2,5,0.4,0.6
3,2,2,2,2,1,2,1,1,1,2,5,0.4,1.7
3,1,3,1,3,3,3,1,4,2,2,5,0.4,2.4
1,2,4,2,4,2,3,1,3,1,2,5,0.4,2.3
4,3,4,3,4,4,2,2,4,0,2,5,0.4,3
3,3,2,2,5,3,2,0,3,0,2,5,0.4,2.3
1,1,2,1,1,2,1,0,1,0,2,5,0.4,1
5,0,2,0,5,4,1,0,1,0,2,5,0.4,1.8
3,4,5,2,5,4,5,2,3,4,2,5,0.4,3.7
3,4,5,3,5,3,5,3,5,3,2,5,0.4,3.9
1,2,3,3,3,2,3,2,3,2,2,5,0.4,2.4
1,2,4,2,3,3,3,2,3,0,2,5,0.4,2.3
3,3,3,4,3,3,1,3,4,1,2,5,0.4,2.8
2,1,4,1,3,2,2,1,2,1,2,5,0.4,1.9
1,2,2,2,4,4,3,1,3,4,2,5,0.4,2.6
1,0,1,2,1,0,1,0,2,0,2,5,0.4,0.8
1,0,3,4,1,0,1,0,3,2,2,5,0.4,1.5
5,1,3,3,4,1,1,3,5,0,4,10,0.4,2.6
3,0,3,0,2,0,1,0,1,0,2,5,0.4,1
3,1,3,2,2,1,4,1,5,2,2,5,0.4,2.4
2,4,5,3,4,4,4,2,3,3,2,5,0.4,3.4
5,4,3,2,5,3,4,2,4,2,2,5,0.4,3.4
2,4,4,2,5,4,4,2,3,4,2,5,0.4,3.4
5,4,5,2,5,4,5,2,3,4,2,5,0.4,3.9
1,2,3,2,2,2,3,0,3,0,2,5,0.4,1.8
3,3,2,1,2,3,3,1,3,0,2,5,0.4,2.1
5,3,5,2,5,2,5,1,4,2,2,5,0.4,3.4
5,4,5,3,5,4,5,0,2,1,2,5,0.4,3.4
2,4,3,0,2,3,1,0,3,0,2,5,0.4,1.8
4,4,4,3,4,3,3,4,4,0,2,5,0.4,3.3
3,4,4,4,5,4,4,3,4,4,2,5,0.4,3.9
4,3,4,3,5,3,5,3,4,3,2,5,0.4,3.7
5,3,4,3,5,3,4,3,4,2,2,5,0.4,3.6
1,3,5,3,4,3,2,0,1,0,2,5,0.4,2.2
4,4,4,2,5,3,4,0,3,2,2,5,0.4,3.1
1,1,2,0,4,0,2,4,1,0,2,5,0.4,1.5
3,1,2,1,1,3,1,2,3,0,2,5,0.4,1.7
2,0,3,1,2,3,2,2,3,1,2,5,0.4,1.9
4,4,5,4,4,3,4,3,2,3,2,5,0.4,3.6
2,2,3,1,3,2,2,0,2,2,2,5,0.4,1.9
2,2,4,2,2,3,1,1,2,2,2,5,0.4,2.1
4,1,4,2,2,3,3,2,3,1,2,5,0.4,2.5
2,2,5,2,4,2,3,2,3,2,2,5,0.4,2.7
3,0,1,4,3,3,1,0,2,0,2,5,0.4,1.7
2,2,3,1,3,3,2,1,3,1,2,5,0.4,2.1
3,3,5,1,4,2,2,1,2,1,2,5,0.4,2.4
3,2,2,2,3,4,4,3,5,0,2,5,0.4,2.8
3,2,4,2,3,4,3,2,3,2,2,5,0.4,2.8
5,4,5,2,5,4,5,3,1,4,2,5,0.4,3.8
1,2,3,4,3,4,3,0,1,0,2,5,0.4,2.1
3,3,5,2,5,2,3,0,3,4,2,5,0.4,3
4,3,4,2,4,3,3,2,4,2,2,5,0.4,3.1
3,0,3,2,3,1,1,1,3,0,2,5,0.4,1.7
5,4,5,4,3,3,4,3,5,2,2,5,0.4,3.8
3,4,4,2,5,4,5,2,5,4,2,5,0.4,3.8
2,4,4,2,4,4,5,1,3,1,2,5,0.4,3
4,1,4,1,4,4,2,2,4,3,2,5,0.4,2.9
2,3,4,3,4,3,4,3,4,3,2,5,0.4,3.3
3,2,4,0,3,2,3,2,3,0,2,5,0.4,2.2
2,2,4,2,3,3,2,2,2,1,2,5,0.4,2.3
1,1,3,1,4,3,5,0,1,1,2,5,0.4,2
5,4,4,2,4,4,5,3,3,2,2,5,0.4,3.6
4,2,3,2,4,1,3,1,4,3,2,5,0.4,2.7
3,0,1,2,1,2,1,0,1,0,2,5,0.4,1.1
3,2,4,2,4,2,1,0,1,2,2,5,0.4,2.1
3,2,5,3,3,1,2,2,4,2,2,5,0.4,2.7
4,4,5,4,5,4,5,4,5,4,2,5,0.4,4.4
3,4,4,4,5,4,4,3,4,4,2,5,0.4,3.9
3,3,3,1,4,3,5,3,2,3,2,5,0.4,3
5,4,5,2,3,0,3,2,3,2,2,5,0.4,2.9
3,4,3,3,3,4,2,1,5,0,2,5,0.4,2.8
4,3,4,2,4,3,4,1,3,2,2,5,0.4,3
4,0,1,0,5,4,5,2,3,0,2,5,0.4,2.4
2,1,2,2,3,1,2,1,4,0,2,5,0.4,1.8
2,1,2,1,2,1,2,1,2,1,2,5,0.4,1.5
1,1,3,2,3,3,1,1,2,0,2,5,0.4,1.7
4,2,4,1,5,3,4,1,4,2,2,5,0.4,3
1,1,3,1,2,3,1,1,2,0,2,5,0.4,1.5
2,2,4,2,4,3,4,1,2,3,2,5,0.4,2.7
1,0,2,1,1,1,1,1,3,0,2,5,0.4,1.1
1,1,2,1,2,4,1,0,2,0,2,5,0.4,1.4
2,2,3,1,4,3,4,2,4,1,2,5,0.4,2.6
4,3,5,3,5,3,5,4,5,4,2,5,0.4,4.1
4,3,3,3,5,4,4,2,4,3,2,5,0.4,3.5
4,3,4,4,5,3,2,1,4,3,2,5,0.4,3.3
2,1,4,2,3,3,1,1,3,0,2,5,0.4,2
3,3,4,2,3,3,3,2,3,2,2,5,0.4,2.8
1,2,5,0,5,4,1,4,3,0,2,5,0.4,2.5
3,3,4,2,3,3,2,1,2,3,2,5,0.4,2.6
5,4,5,4,5,4,4,3,0,1,2,5,0.4,3.5
1,0,3,1,3,1,2,0,4,0,2,5,0.4,1.5
3,1,3,4,4,2,3,2,3,1,2,5,0.4,2.6
2,0,1,2,1,1,1,2,4,1,2,5,0.4,1.5
3,3,5,2,3,3,3,2,4,3,2,5,0.4,3.1
4,2,4,3,4,3,4,3,4,3,2,5,0.4,3.4
5,2,3,0,1,0,3,0,1,3,2,5,0.4,1.8
3,2,5,2,3,1,2,0,1,1,2,5,0.4,2
4,3,4,3,4,3,2,2,4,3,2,5,0.4,3.2
1,3,4,1,3,2,2,1,1,1,2,5,0.4,1.9
3,1,4,2,3,4,5,2,2,2,2,5,0.4,2.8
4,3,5,4,5,4,5,3,4,4,2,5,0.4,4.1
3,3,3,2,3,2,2,1,3,0,2,5,0.4,2.2
3,3,3,3,3,3,3,3,3,2,2,5,0.4,2.9
4,2,3,2,2,3,4,2,4,0,2,5,0.4,2.6
1,0,1,1,3,3,1,1,4,1,2,5,0.4,1.6
4,2,5,2,5,2,5,4,3,2,2,5,0.4,3.4
2,3,1,1,2,2,1,2,2,0,2,5,0.4,1.6
2,3,2,3,3,1,2,3,4,0,2,5,0.4,2.3
1,0,3,1,4,2,1,1,2,2,2,5,0.4,1.7
2,2,5,3,5,4,5,0,4,1,2,5,0.4,3.1
3,4,4,2,3,3,3,1,3,1,2,5,0.4,2.7
2,4,3,3,3,3,3,3,3,1,2,5,0.4,2.8
2,3,3,2,3,3,2,0,1,1,2,5,0.4,2
4,3,5,3,4,4,4,2,4,2,2,5,0.4,3.5
3,3,4,1,3,4,2,1,4,1,2,5,0.4,2.6
5,0,5,3,3,2,3,0,1,0,2,5,0.4,2.2
5,4,5,4,5,4,5,4,5,4,2,5,0.4,4.5
4,4,5,4,5,4,4,0,5,4,2,5,0.4,3.9
5,4,3,0,5,4,5,1,5,0,2,5,0.4,3.2
1,2,2,2,3,3,2,1,4,0,2,5,0.4,2
1,2,5,1,4,3,2,2,4,3,2,5,0.4,2.7
1,1,4,0,1,3,1,0,1,1,2,5,0.4,1.3
3,2,2,1,3,2,1,1,2,0,2,5,0.4,1.7
3,3,4,2,4,3,3,1,3,1,2,5,0.4,2.7
5,0,3,0,1,0,1,0,1,0,2,5,0.4,1.1
1,1,3,1,3,4,1,1,2,2,2,5,0.4,1.9
2,1,2,1,3,1,2,1,2,1,2,5,0.4,1.6
3,1,4,0,3,2,3,0,3,2,2,5,0.4,2.1
2,2,2,1,3,3,1,1,1,0,2,5,0.4,1.6
4,2,4,2,4,1,2,0,4,1,2,5,0.4,2.4
3,3,4,2,4,3,2,0,2,2,2,5,0.4,2.5
3,2,3,1,3,2,3,1,2,1,2,5,0.4,2.1
4,3,4,3,4,0,4,3,5,3,2,5,0.4,3.3
3,1,3,1,4,2,4,2,3,2,2,5,0.4,2.5
1,3,3,3,4,3,3,1,2,1,2,5,0.4,2.4
3,4,1,0,1,2,1,0,3,0,2,5,0.4,1.5
1,1,4,2,3,3,3,1,2,1,2,5,0.4,2.1
1,2,3,1,1,3,2,1,1,2,2,5,0.4,1.7
3,2,2,1,1,4,1,1,2,1,2,5,0.4,1.8
4,4,3,2,4,3,4,1,4,3,2,5,0.4,3.2
4,4,5,4,5,4,5,2,5,2,2,5,0.4,4
3,3,4,3,4,3,4,2,3,2,2,5,0.4,3.1
5,4,4,2,3,3,1,2,3,0,2,5,0.4,2.7
1,0,2,4,3,2,1,0,5,0,2,5,0.4,1.8
5,4,0,3,5,4,5,2,5,3,2,5,0.4,3.6
1,1,2,1,1,0,1,1,4,0,2,5,0.4,1.2
3,4,5,3,4,4,5,3,4,3,2,5,0.4,3.8
3,1,4,2,3,2,4,3,5,1,2,5,0.4,2.8
2,2,4,2,4,2,2,0,1,2,2,5,0.4,2.1
2,2,3,2,3,2,2,2,3,1,2,5,0.4,2.2
3,3,5,2,4,3,4,3,4,3,2,5,0.4,3.4
5,3,5,4,4,4,5,2,4,4,2,5,0.4,4
1,1,3,1,3,3,1,0,1,1,2,5,0.4,1.5
5,4,5,4,5,4,5,2,5,2,2,5,0.4,4.1
1,1,2,2,1,1,1,2,4,0,2,5,0.4,1.5
1,0,5,0,5,0,5,0,1,2,2,5,0.4,1.9
1,0,1,0,1,0,1,0,1,0,2,5,0.4,0.5
